1;16
2;18
3;24
4;31
5;20
6;32
7;20
8;19
9;20
10;22
11;26
12;27
13;14
14;22
15;33
16;35
17;31
18;20
19;29
20;33
21;37
22;33
23;35
24;34
25;28
26;32
27;37
28;31
29;41
30;34
31;27
32;45
33;50
34;49
35;37
36;42
37;44
38;48
39;34
40;35
41;40
42;32
43;30
44;30
45;31
46;28
47;40
48;35
49;24
50;26
